,id,tweet,clean_tweet
0,1468137940844830721,"@republikaonline PPKM Level 3 dipindahkan pas saat romadhon &amp; idul Fitri aja...

Biasalah itu gak kaget &amp; bukan hal baru...

https://t.co/HsKBaFopen",ppkm level pindah pas romadhon amp idul fitri  biasa tidak kaget amp
1,1468137931697111041,"Kapolsek Gatak IPTU Tugiyo, S.H., M.H. bersama anggota melaksanakan pengecekan Posko PPKM Level 2 di Balai Desa Trosemi Kec Gatak Kab Sukoharjo.

Selasa (07/12/2021)
#PolisiSukoharjo
#PolriPresisi https://t.co/Rg84QtMy1a",kapolsek gatak iptu tugiyo s h m h anggota laksana kece posko ppkm level balai desa trosemi kec gatak kab sukoharjo selasa polisisukoharjo polripresisi
2,1468137794874707970,Alasan Pembatalan PPKM Level 3 Jelang Nataru hingga Masyarakat Bisa Merayakan Natal dan Tahun Baru https://t.co/WiHoCDbzw1,alas batal ppkm level jelang nataru masyarakat raya natal
3,1468137794438504448,serius ppkm akhir taun dibatalin???? tp msh blh ambil cuti akhir taun gaksiii????,serius ppkm taun dibatalin tp msh blh ambil cuti taun gaksiii
4,1468137760317788161,Kata pak luhut covid di indonesia sudah terkendali sehingga gaperlu diberlakukan ppkm lv. 3. Tapi kemarin liat berita angka covid di india sekarang tertinggi setelah juli jadi bikin merinding sendiri. Semoga indonesia tetap terkendali 😭,luhut covid indonesia kendali gaperlu laku ppkm lv kemarin liat berita angka covid india tinggi juli bikin merinding moga indonesia kendali
5,1468137745637801987,"feeling gue kok libur nya ttp ada ya, karna ppkm level 3 dibatalkan",feeling gue libur nya ttp ya karna ppkm level batal
6,1468137674628218880,"@geloraco Dia kan mo natalan, jelas PPKM tdk berlaku.. Atur aja sesukamu pung mumpun lagi berkuasa.",mo natal ppkm tdk laku atur  suka pung mumpun kuasa
7,1468137660380172289,"Mau tau game gacor , JP rekomendasi hari ini ? Nih dia Jawabannya No Tipu Tipu Cuma di Sini Situs Judi Online Terbaik Untuk Semua Kalangan , langsung aja gasken ke Nona88.
#nona88 #game #gameonline #gameonlineindonesia #slot #PPKM #slotonline #slotgame #slotgacorhariini https://t.co/i5UJGFCEQX",tau game gacor jp rekomendasi nih jawab no tipu tipu situs judi online baik kalang langsung  gasken nona nona game gameonline gameonlineindonesia slot ppkm slotonline slotgame slotgacorhariini
8,1468137638745948161,"PPKM Level 3 Dibatalkan, Perayaan Tahun Baru Dibolehkan?
https://t.co/Rde2fyxLgs",ppkm level batal raya boleh
9,1468137557296705536,"Wingi PPKM do ngeluh raisoh ngopo"",
Bareng wes ra PPKM genti ngeluh peh akeh sumbangan wong ewoh.",wing ppkm do ngeluh raisoh ngopo bareng wes ra ppkm genti ngeluh peh akeh sumbang ewoh
10,1468137536841129984,"Bal dengan lada perusahaan di Muntok siap diangkut di sungai, dengan tulisan ""Ladapoeti L.A.P. Muntok"", sekitar tahun 1914.
-----
Rumini | PPKM | Dada https://t.co/iUv0pEtSIV",bal lada usaha muntok angkut sungai tulis ladapoeti l a p muntok rumin ppkm dada
11,1468137405714604032,"PPKM level 3 nya nanti aja ya kalo mau RAMADHAN &amp; 'IDUL FITRI
""DASAR KOPLAK""
ini bukti kalo covid bs di atur sesuai kebutuhan😡😡 https://t.co/cNlwkMDUuO",ppkm level nya  ya kalo ramadhan amp idul fitri dasar koplak bukti kalo covid bs atur sesuai butuh
12,1468137350484008963,PPKM,ppkm
13,1468137276689424387,"PPKM level 3 dibatalkan, tapi kamu bikin viral Bali banjir.",ppkm level batal bikin viral bal banjir
14,1468137268540243972,"GAK SIDO PPKM LEVEL 3

Sekian.",tidak sido ppkm level sekian
15,1468137260142923776,"Tidak ada PPKM Level 3 Akhir Tahun, Pemerintah Siap Hadapi Libur Natal dan Tahun Baru https://t.co/WmkF6MV0VR",ppkm level perintah hadap libur natal
16,1468137253239021569,"✿ We Tv Vip
Sharing 
1 bulan : 12k
3 bulan : 15k
1 Tahun : 30k

Private 
1 bulan : 25k
3 bulan : 60K
1 Tahun : 170K

T. PPKM Rumini Sophia Latjuba",we tv vip sharing k k k private k k k t ppkm rumin sophia latjuba
17,1468137185895677952,@Gamaudungu @renaldi_rendy @RieGucciano Berarti cuma dipake krna mau adain libur tahun baru dan natal🤔..pas hari raya umat muslim langsung ppkm lagi,rendy dipake krna adain libur natal pas raya umat muslim langsung ppkm
18,1468137161618644993,"PPKM Level 3 Dibatalkan, Pemerintah Dinilai Belum Lakukan Kajian Seluruh Aspek

Klik untuk baca: https://t.co/quqwe9Y1KW",ppkm level batal perintah nilai laku kaji aspek klik baca
19,1468137040608784386,@Excel_Dee PPKM.,dee ppkm
20,1468136998628212743,"Mendagri Terbitkan Instruksi Lanjutan PPKM Luar Jawa-Bali
https://t.co/ezAj1ASNPD",mendagri terbit instruksi lanjut ppkm jawa bal
21,1468136966206234625,@koalajingga @CNNIndonesia Masih 5 bulan lebaran dan kita gatau ada PPKM atau ga semoga aja enggak. Ga masuk akal lagi PPKM diadakan ketika vaksin udah melebihi 70%,lebaran gatau ppkm tidak moga  tidak masuk akal ppkm ada vaksin udah lebih
22,1468136954260717570,@tvOneNews Ppkm akan berlaku pada saat hari2 besar islam aja....nanti pas hari raya idul fitri pasati langsung level 4..ppkm diberlakukan.....dimana letak keadilanya...!!!!!,ppkm laku islam  pas raya idul fitri pasat langsung level ppkm laku mana letak keadilanya
23,1468136905476771842,Ada kepentingan politik apa dibalik batalnya ppkm lv 3? 👀,penting politik balik batal ppkm lv
24,1468136838342877184,Pengusaha Dukung PPKM Level 3 Batal saat Libur Nataru,usaha dukung ppkm level batal libur nataru
25,1468136829740269581,Pemerintah lewat Menko Marves memastikan kebijakan PPKM Level 3 Nataru di seluruh wilayah Indonesia dibatalkan. Kira-kira setuju atau nggak detikers? https://t.co/TTGcWuYTBz,perintah menko marves bijak ppkm level nataru wilayah indonesia batal tuju nggak detikers
26,1468136818826629122,@Mrs_RG57 @MS_Didu PPKM= Penyekatan Pemerintah Kepada Masyarakat level 3 tidak jadi diberlakukan selama libur Nataru 2022. Bisa jadi PPM Level 3 baru akan dilakukan saat bulan 🌙 Ramadhan dan Idul Fitri. Ya kita tunggu saja,rg didu ppkm sekat perintah masyarakat level laku libur nataru ppm level ramadhan idul fitri ya tunggu
27,1468136780373372928,"Oleh karena itu, pemerintah kembali melanjutkan Pemberlakukan Pembatasan Kegiatan Masyarakat (PPKM) di Luar Jawa-Bali hingga tanggal 23 Desember 2021.",perintah lanjut laku batas giat masyarakat ppkm jawa bal tanggal desember
28,1468136731148898308,"Pemerintah Batalkan PPKM Level 3, Syarat Perjalanan Tetap Diperketat https://t.co/XHT2d11Dvk #Bali #Denpasar",perintah batal ppkm level syarat jalan ketat bal denpasar
29,1468136725415268352,"PPKM di batalin, jd pengen ke bandung deh",ppkm batalin jd ken bandung deh
30,1468136716309450752,"Penerapan PPKM Berbeda Level Tuntut Kolaborasi Pengawasan yang Baik Antardaerah.
 https://t.co/5a7hbbuRyI",terap ppkm beda level tuntut kolaborasi awas antardaerah
31,1468136598273470469,"PPKM Level 3 Tak Jadi Diberlakukan Selama Nataru, Ini Aturan Perjalanan Terbaru
https://t.co/4q90VUliOk",ppkm level laku nataru atur jalan baru
32,1468136521920176130,Anies Resmi Teken Kepgub PPKM Level 3 Jakarta Selama Libur Natal dan Tahun Baru https://t.co/xQkhh3v1uL https://t.co/373mERyGGD https://t.co/4gGhNsj1ci,anies resmi teken kepgub ppkm level jakarta libur natal
33,1468136508393603074,PAN Kritik Aturan PPKM Level 3 Berubah: Bukti Belum Dikaji dengan Baik! - https://t.co/h3I77VUpuf https://t.co/2RdxnD4sIg,pan kritik atur ppkm level ubah bukti kaji
34,1468136500806107137,Kapolsek kunjungan sekaligus pengecekan Posko PPKM Mikro Ringinanom jelang nataru https://t.co/XKcBzwY2lG,kapolsek kunjung kece posko ppkm mikro ringinanom jelang nataru
35,1468136486625185793,"https://t.co/pY2tNblxiO

Semua Tidak Terasa Aneh Selama Yang Membuat Kebijakan Pemerintah😁, Kalau Pemerintah bilang Benar ya Benar Gak Usah Ngeyel😁. Yang Ngeyel Nanti Takutnya di bilang Intoleran😁",aneh bijak perintah perintah bilang ya tidak ngeyel ngeyel takut bilang intoleran
36,1468136470372253701,"Jerinx bilang juga apa, c19 itu gak ada
Cuman permainan mangkannya seketika jerinx di tangkap karena origarki gak mau rahasia nya bocor
Ppkm hanya berlaku idul fitri dan idul adha",jerinx bilang c tidak cuman main mang jerinx tangkap origarki tidak rahasia nya bocor ppkm laku idul fitri idul adha
37,1468136466538659841,"PPKM Level 3 Batal Dilaksanakan, Moeldoko : Bentuk Kebijakan &amp;lsquo;Gas-Rem&amp;rsquo; Presiden https://t.co/lFHORTaejA #PPKM",ppkm level batal laksana moeldoko bentuk bijak amp lsquo gas rem amp rsquo presiden ppkm
38,1468136401614954499,"ppkm batal diterapkan, gua ke bandung ga pulang pulang",ppkm batal terap gua bandung tidak pulang pulang
39,1468136327644270592,@thisgummy Sabar ntr ksana kan ga jadi ppkm,sabar ntr ksana tidak ppkm
40,1468136294693801985,"Kepala Staf Kepresidenan Moeldoko mengatakan, pembatalan penerapan PPKM level 3 serentak merupakan bentuk kebijakan gas dan rem Presiden Joko Widodo dalam menangani Covid-19.

 https://t.co/xUmDWvM9py",kepala staf presiden moeldoko batal terap ppkm level serentak bentuk bijak gas rem presiden joko widodo tangan covid
41,1468136267133034496,"Pembatalan PPKM Level 3 saat Natal dan Tahun Baru, DPR Menduga Ada Motif Ekonomi https://t.co/jjIH8sUOE7",batal ppkm level natal dpr duga motif ekonomi
42,1468136173784629248,"Pemerintah Batalkan PPKM Level 3 Saat Nataru, Saleh Daulay: Karena Banyak Yang Nolak https://t.co/Z9hr5kIKM2",perintah batal ppkm level nataru saleh daulay nolak
43,1468136138460123139,"Tasikmalaya. Danrem 062/ Tarumanagara Kol. Inf Kosasih, S.E. mengikuti vicon secara virtual yang diselenggarakan Mabes Tni Pimpinan Panglima TNI (Jenderal TNI Andika Perkasa)
tentang Evaluasi Ops PPKM di seluruh Provinsi bertempat diruang data Kodim 0612/Tsm. Selasa (07/12/2021). https://t.co/eL2RZ3bvlw",tasikmalaya danrem tarumanagara kol inf kosasih s e ikut vicon virtual selenggara mabes tni pimpin panglima tni jenderal tni andika perkasa evaluasi ops ppkm provinsi tempat ruang data kodim tsm selasa
44,1468136088698900484,@bogorfess_ ppkm,ppkm
45,1468136081463730176,@tvOneNews giliran idul fitri mudik ditiadakan karena lonjakan covid akibat libur nataru kemaren..terus berulang sampai luhut pensiun..level PPKM bisa diatur semau sendiri sesuai keinginan sendiri..,gilir idul fitri mudik tiada lonjak covid akibat libur nataru kemaren ulang luhut pensiun level ppkm atur mau sesuai
46,1468136024828112897,"PPKM..indonesia di dibatalkan 

hadeuhh Indonesia... https://t.co/hGcHeuX4HV",ppkm indonesia batal hadeuhh indonesia
47,1468136024350072832,Pantai Pulo Kodok Tegal Selama PPKM Sepi Pengunjung https://t.co/lz7I0IlMhs,pantai pulo kodok tegal ppkm sepi unjung
48,1468135933027360772,Hadeuh.....ntar kita liat hari besar umat muslim...PPKM bakal dibatalin juga ga sama opung🤔🤔🤔 https://t.co/nsAchK8xYl,hadeuh ntar liat umat muslim ppkm dibatalin tidak opung
49,1468135887896649730,Pemkot Bandung Sesuaikan Kebijakan Baru PPKM pada Akhir Tahun https://t.co/Jps5YwLZSb,pemkot bandung sesuai bijak ppkm
50,1468135867906596864,"Baca di TL ttg PPKM yang dibatalkan kenapa banyak yang nyinyir ya??. Ppkm salah, dibatalkan salah🤣",baca tl ttg ppkm batal nyinyir ya ppkm salah batal salah
51,1468135861015531522,"Akhirnya… Pemerintah Batal Terapkan PPKM Level 3 Seluruh Indonesia Saat Nataru
https://t.co/L96eHmgOat",perintah batal terap ppkm level indonesia nataru
52,1468135841784483840,tiwas tiket dibatal jebul gak sido ppkm. hahaha,tiwas tiket batal jebul tidak sido ppkm hahaha
53,1468135837812412421,di cancel nya PPKM lv.3 ini sperti dejavu. yg akan membangkitkan istilah baru dalam series ter favorit sepanjang masa ini. tf.,cancel nya ppkm lv sperti dejavu  bangkit istilah series ter favorit tf
54,1468135832510816256,"@atinaharyanto nah bener banget ini kak wkwk mau ppkm, ngga ppkm. sama aja la wong cuti nya ditiadakan 🤣",bener banget kak wkwk ppkm ngga ppkm  la cuti nya tiada
55,1468135831424536578,Alhamdulillah PPKM Lev.3 tdk jadj diterapkan. Kalau akhir bulan atau awal tahun kepanggil buat OJT kan ga sulid hehe,alhamdulillah ppkm lev tdk jadj terap panggil ojt tidak sulid hehe
56,1468135748167618565,Tingkat hunian hotel di #Bali saat #nataru diprediksi mencapai 50 persen. #PHRI #PPKMlevel3 #luhut #publisherstory https://t.co/pS2DJ1HTrh,tingkat huni hotel bal nataru prediksi capai persen phri ppkmlevel luhut publisherstory
57,1468135735630913540,Puan: PPKM Nataru Sesuai Kondisi Daerah Memenuhi Asas Keadilan https://t.co/1jte4r5jzR,puan ppkm nataru sesuai kondisi daerah penuh asas adil
58,1468135732678119426,Puan: PPKM Nataru Sesuai Kondisi Daerah Memenuhi Asas Keadilan https://t.co/8yGW7DZuRW,puan ppkm nataru sesuai kondisi daerah penuh asas adil
59,1468135728710303744,Puan: PPKM Nataru Sesuai Kondisi Daerah Memenuhi Asas Keadilan https://t.co/jN36ZyjTI8,puan ppkm nataru sesuai kondisi daerah penuh asas adil
60,1468135727871315972,Keknya pusing di peradaban burung ini enaknya ikut beradaban burung sebelah pupung gajadi ppkm,kek pusing adab burung enak adab burung belah pupung gajadi ppkm
61,1468135711547084804,"@Markonah_003 POKOKNYA HARI HARI RAYA SI LORD ANJINK INI PASTI AKAN DIPERMUDAH. BEDA KALO HARI HARI RAYA ISLAM, SELALU DITAKUT2I SOAL LONJAKAN COVID DAN DIPAKSAKAN PPKM INI ITU",pokok raya si lord anjink mudah beda kalo raya islam takut i lonjak covid paksa ppkm
62,1468135694287527941,"Pembatalan PPKM Level 3 Serentak Harus Diikuti Pemantauan yang Benar

Baca selengkapnya disini
https://t.co/7UVEVsKn3j

#MataIndonesia #News #PPKMLevel3 #PembatalanPPKM #LiburAkhirTahun",batal ppkm level serentak ikut pantau baca lengkap mataindonesia news ppkmlevel pembatalanppkm liburakhirtahun
63,1468135691661893634,"Hai SohIB!

Berdasarkan SE No 23 Th 2021 tentang Protokol Kesehatan Perjalanan Internasional pada Masa Pandemi, masa #Karantina #COVID19 terbaru berlaku selama 10 hari.

@kemendagri @lawancovid19_id
#IndonesiaBaik #AturanKarantina #PPKM #WNA #WNI #COVID19 #KominfoNewsroom https://t.co/EB0Q9La8hl",hai sohib dasar no th protokol sehat jalan internasional pandemi karantina covid baru laku id indonesiabaik aturankarantina ppkm wna wni covid kominfonewsroom
64,1468135681146830851,"PPKM tidak jadi, namun kau yang akan rabi.",ppkm kau rabi
65,1468135673395748865,"Danrem 051/Wkt Brigjen TNI R.Sidharta Wisnu Graha, S.E., mengikuti rakor tentang jumlah final operasi PPKM dan Vaksinasi, melalui zoom metting pimpinan Panglima TNI Jenderal Andika Perkasa, bertempat Ruang lounge Lt.1 Makorem 051/Wkt, Selasa (7/12/2021). https://t.co/JxXmm8UZg3",danrem wkt brigjen tni r sidharta wisnu graha s e ikut rakor final operasi ppkm vaksinasi zoom metting pimpin panglima tni jenderal andika perkasa tempat ruang lounge lt makorem wkt selasa
66,1468135668261941250,"infonya dong, katanya ppkm level 3 batal ya?
terus selama natal-tahun baru besok kalo bepergian berarti gak ada pengecekan rapid gitu kan?",info ppkm level batal ya natal besok kalo pergi tidak kece rapid gitu
67,1468135655284699136,PPKM RUMINI BOIKOT JNE,ppkm rumin boikot jne
68,1468135641661657089,"PPKM Level 3 Selama Libur Natal dan Tahun Baru (Nataru) Dibatalkan https://t.co/wy6qswi2ik 
#PPKM #PPKMlevel3dibatalkan #Nataru #Natal #TahunBaru2022 #libur #liburan #InfoBanjir #BeritaTerkini #BeritaJogja #beritaViral #beritartm #beritadialektika #beritaterbaru #BeritaJakarta",ppkm level libur natal nataru batal ppkm ppkmlevel batal nataru natal tahunbaru libur libur infobanjir beritaterkini beritajogja beritaviral beritartm beritadialektika beritaterbaru beritajakarta
69,1468135637505044482,"Aamiin Aamiin Aamiin, please jangan ppkm aku mau pulang ☹ || https://t.co/HHXs9XPeEI",aamiin aamiin aamiin please ppkm pulang
70,1468135612607647749,PPKM Level 3 diganti dengan Pembatasan Khusus Nataru. https://t.co/n3vEF6T94c,ppkm level ganti batas khusus nataru
71,1468135574254985218,"Wakil ketua DPR mengatakan, pembatalan PPKM Level 3 berdasarkan kajian. https://t.co/nsxO8kTqjj",wakil ketua dpr batal ppkm level dasar kaji
72,1468135492537434113,Saya suka PPKM without PP.,suka ppkm without pp
73,1468135485251801090,Kegiatan yustisi PPKM sasaran kafe maupun tempat keramaian lainnya https://t.co/a84fRjFCzM,giat yustisi ppkm sasar kafe ramai
74,1468135432399560705,"PPKM Level 3 Nataru Batal, Pemkot Malang Ikuti Arahan Pusat https://t.co/cmn8FOwgAZ",ppkm level nataru batal pemkot malang ikut arah pusat
75,1468135417065390087,@CNNIndonesia Pas lebaran aja punG ppkm nya...akal2 elo buat kaum minoritas elo ya?,pas lebaran  pung ppkm nya akal elo kaum minoritas elo ya
76,1468135377533763587,Belum juga ketemu udah ppkm lagi aja,ketemu udah ppkm 
77,1468135327994769418,@CNNIndonesia @lailatulkhs gasido ppkm,gasido ppkm
78,1468135279408025602,"@oliviangelyn katanya jadi, tapi ganti nama bukan ppkm",ganti nama ppkm
79,1468135242158391300,"PPKM Level 3 Serentak Batal Diterapkan, Mendari: Diganti PKM di Masa Nataru, Ini Pembatasannya
#PPKM #PPKMLevel3 #Nataru #NatalTahunbaru #Mendagri

https://t.co/ibf2euUEK8",ppkm level serentak batal terap dari ganti pkm nataru batas ppkm ppkmlevel nataru nataltahunbaru mendagri
80,1468135229529284611,"Andai saya jadi pak @jokowi pun akan melakukan hal yg sama

Kita harus berani ""mengambil kesempatan"" saat kasus menurun

Penyekatan wilayah akan makin memelorotkan ekonomi masyarakat kecil (jumlahnya sangat besar)

Yg penting sudah vaksin dan tetap prokes

https://t.co/B82bo2Lq7n",andai  berani ambil sempat turun sekat wilayah pelorot ekonomi masyarakat  vaksin prokes
81,1468135167856312321,"@alexander_murfi Apakah Ini yang namanya Rasis....?, idul Fitri PPKM sedangkan natal dan Tahun Baru Ngak.",murfi nama ras idul fitri ppkm natal ngak
82,1468135131005087745,"sungguh biadab,
covid19 di jadikan alat politik &amp; ladang bisnis &amp; Rakyat jd korban dari
ditakuti hungga ada aturan pspb, ppkm berlevel
dibodohin&amp;ditipu harga pcr, 
dibelunggu dgn diwajibkn vaksin yg smpi saat vaksin bkn solusinya
lbh parahnya lg diskriminasi thdp Muslim https://t.co/Zys4MGXFTk",sungguh biadab covid jadi alat politik amp ladang bisnis amp rakyat jd korban takut hungga atur pspb ppkm level dibodohin amp tipu harga pcr dibelunggu dgn diwajibkn vaksin  smpi vaksin bkn solusi lbh parah lg diskriminasi thdp muslim
83,1468135125967794180,@CNNIndonesia GILIRAN HARI HARI RAYA BESAR ISLAM MALAH DIPERSULIT &amp; DIPAKSAKAN ADA PPKM INI ITU. ANJIANK LAH BANGKE,gilir raya islam sulit amp paksa ppkm anjiank bangke
84,1468135054455017474,Wakil Ketua MPR: PPKM saat libur Natal perlu pengawasan lebih cermat https://t.co/MEGpqzk2co,wakil ketua mpr ppkm libur natal awas cermat
85,1468135033655504898,"Moeldoko: PPKM tingkat 3 batal bentuk kebijakan ""gas-rem"" presiden https://t.co/CR9994aFnO",moeldoko ppkm tingkat batal bentuk bijak gas rem presiden
86,1468134976226938885,"@arif_ristianto @MafiaWasit Manusia ruwet ppkm dinaikin salah, ppkm diturunin salah, goblokmu mengalir sampe jauh",ristianto manusia ruwet ppkm dinaikin salah ppkm diturunin salah goblok alir sampe
87,1468134973618094081,asiiik ppkm pas nataru dibatalin,asiiik ppkm pas nataru dibatalin
88,1468134963778244608,Tito Karnavian Sebut Pemerintah Batalkan PPKM Level 3 Selama Nataru https://t.co/hlZ3Z8Ci4r,tito karnavian perintah batal ppkm level nataru
89,1468134911538130945,"@berguIingg kayanya bakal libur deh, gua abis berkelana di ig. nemu info soal ppkm level 3 di cabut, paling cuma di perketat soal wisata dsb. cmiiw",kaya libur deh gua abis kelana ig nemu info ppkm level cabut ketat wisata dsb cmiiw
90,1468134888100429824,"@ajengdayu Cuma smp.desember aja keknya je, antisipasi yg liburan biar pada ogah jalan² wkwk. Kmrn pas ppkm level 1 dah 3 hari doang si karantinanya. Kapan baliiikk",smp desember  kek je antisipasi  libur biar ogah jalan wkwk kmrn pas ppkm level dah doang si karantina baliiikk
91,1468134887857082370,PPKM berlaku hanya utk umat Islam... https://t.co/nhAFGbboEF,ppkm laku utk umat islam
92,1468134861059858436,"https://t.co/dKvge0jeNs : Kebijakan PPKM Level 3 saat Nataru Dibatalkan, Kemenkes: Tetap Ada Pembatasan https://t.co/Ak64aBCAQ0",bijak ppkm level nataru batal kemenkes batas
93,1468134860845817862,Kegiatan anev PPKM https://t.co/MGBnBUlWK8,giat anev ppkm
94,1468134834757197824,Mendagri Tito Ungkap Alasan Pembatalan PPKM di Libur Nataru https://t.co/0f5kLGrCNr #LiburNataru #Mendagri #PPKMLevel3 #TitoKarnavian https://t.co/84ij0ZDpau,mendagri tito alas batal ppkm libur nataru liburnataru mendagri ppkmlevel titokarnavian
95,1468134821352280064,@tvOneNews Lagian apaansih harus PPKM niih nasib gw merantau blm pulang setaun -_-,apaansih ppkm niih nasib gw rantau blm pulang taun
96,1468134786279436289,Kalau ppkm dibatalin jadi libur ga sihhh? https://t.co/hWTaG4tp8C,ppkm dibatalin libur tidak sihhh
97,1468134780902408193,"Jateng Siaga Erupsi Merapi...!

Rumini Sophia Latjuba Idul Fitri PPKM #banjir Nataru #IndonesiaUntukSemeru Selasa #erupsisemeru #ErupsiGunungSemeru #JNEMajuIndonesia Sayap Natal #PeduliKorbanBencana #Cawapres2024

https://t.co/RJUr1nZVIO",jateng siaga erupsi rapi rumin sophia latjuba idul fitri ppkm banjir nataru indonesiauntuksemeru selasa erupsisemeru erupsigunungsemeru jnemajuindonesia sayap natal pedulikorbanbencana cawapres
98,1468134777354076167,Balangan Berhasil Turunkan Status PPKM Ke Level 1 https://t.co/Rta0NdOJIN,balang hasil turun status ppkm level
99,1468134623926308867,"@CNNIndonesia PPKM Di Batalkan Karna Mau Menyambut NATAL &amp; TAUN Baru , ,
Kalo Kemaren Kan Di Terapkan Karna Mau BUBARIN ACARA REUNI AKBAR 212",ppkm batal karna sambut natal amp taun kalo kemaren terap karna bubarin acara reuni akbar
100,1468134542162628608,"Sudah terbaca!
PPKM hanya untuk HARI-HARI BESAR UMAT ISLAM SAJA! https://t.co/zN9fVFFBOo",baca ppkm umat islam
101,1468134527692259331,"PPKM level 3 batal diterapkan di seluruh Indonesia mulai 24 Desember 2021 hingga 2 Januari 2022.

Mesti 😘 atau 😭 ?? 

https://t.co/LMsx0dC2jO https://t.co/3EfcWNKoxi",ppkm level batal terap indonesia desember januari mesti
102,1468134486969704454,Natal aman tanpa PPKM mari semangat,natal aman ppkm mari semangat
103,1468134448835141635,Batal! Pemerintah Tak Terapkan PPKM Level 3 saat Libur Natal dan Tahun Baru https://t.co/trneFRiw5S @nissanmobilku https://t.co/cypBbbppuK,batal perintah terap ppkm level libur natal
104,1468134441558024192,"Resmi! Pemerintah Batalkan Aturan PPKM Level 3 di Masa Nataru

#PPKM #luhut #coronavirus 
#JAVAONLINE77 #IDNLIVE #IDNTOGEL #TOGELONLINE #TOGELINDONESIA #PREDIKSITOGEL #SitusTogelTerpercaya

https://t.co/t7Z94dXQmg https://t.co/213mbKFeUt",resmi perintah batal atur ppkm level nataru ppkm luhut coronavirus javaonline idnlive idntogel togelonline togelindonesia prediksitogel situstogelterpercaya
