,id,tweet,clean_tweet
207,1468130658643894273,"[PROMO] Desember Jadi Baik! Aamin. 

Ada Promo baru bulan depan nih. Cek pinned tweet buat caranya.

Bantu juga kuesioner sobat kita ya...

https://t.co/li9blThQnV
 
Terima kasih
#titipsurvei Paha Nataru Dada PPKM Rumini Bobby Kepencet Idul Fitri https://t.co/G12IU9j6RS",promo desember aamin promo nih cek pinned tweet bantu kuesioner sobat ya terima kasih titipsurvei paha nataru dada ppkm rumin bobby pencet idul fitri
208,1468130618957451264,@wripzzz ppkm,ppkm
209,1468130614184341505,"Pemerintah Batalkan Penerapan PPKM Level 3 saat Nataru, Ini Gantinya…&gt;&gt; https://t.co/HGDkPkfCuc",perintah batal terap ppkm level nataru ganti gt gt
210,1468130577584824322,"@tvOneNews Kl tdk mau dibilang plin plan ya sdh kl sdh tetapkan PPKM L3 ya sdh dijalankan, jgn dibatalkan masalah covid mereda sangat DISYUKURI tapi bukan berarti terus batalkan PPKM L3 yg sdh ditetapkan. Mana ""bos"" nya ini, bicara dong.Ntar kl kasus covid melonjak mencari ""kambing hitam"".",kl tdk bilang plin plan ya sdh kl sdh tetap ppkm l ya sdh jalan jgn batal covid reda syukur batal ppkm l  sdh tetap bos nya bicara ntar kl covid lonjak cari kambing hitam
211,1468130570609643520,"@tirta_cipeng PPKM Level 3 nya disimpan dulu, mungkin bwt bulan puasa - lebaran tahun depan dok.  Mungkin lhoh ya mungkin…",cipeng ppkm level nya simpan bwt puasa lebaran dok lhoh ya
212,1468130570450268161,"https://t.co/Wl0BCjvk93 

PPKM Rumini Sophia Latjuba
Makassar  #IndonesiaUntukSemeru
Nataru",ppkm rumin sophia latjuba makassar indonesiauntuksemeru nataru
213,1468130568130883585,"@__enmity @Chouxuettish Ga jadi PPKM, jadinya ppk m.",enmity tidak ppkm ppk m
214,1468130568021835776,"Untuk acara-acara kerumunan masyarakat yang diizinkan berjumlah maksimal 50 orang, pertandingan olahraga tetap tanpa penonton, dan operasional pusat perbelanjaan, restoran, bioskop juga dibatasi hanya 75 persen (dari total kapasitas). #ppkm 
https://t.co/XsNRzGcKss",acara acara kerumun masyarakat izin maksimal orang tanding olahraga tonton operasional pusat belanja restoran bioskop batas persen total kapasitas ppkm
215,1468130412841082883,"Bandarlampung Tetap Terapkan PPKM Level 3 Saat Nataru
https://t.co/sLvoGX8ezM",bandarlampung terap ppkm level nataru
216,1468130384101756934,PPKM level 3 se-Indonesia periode Nataru dibatalkan. Pihak Kemenkes mengatakan kebijakan tersebut sudah didiskusikan dengan para ahli epidemiologi. https://t.co/SX7mtKGmgR,ppkm level indonesia periode nataru batal kemenkes bijak diskusi ahli epidemiologi
217,1468130319555387392,Kepala Staf Kepresidenan Moeldoko menjelaskan alasan pemerintah membatalkan rencana penerapan PPKM Level 3 serentak di seluruh wilayah saat periode Natal dan Tahun Baru. https://t.co/xLx9CPpbNS,kepala staf presiden moeldoko alas perintah batal rencana terap ppkm level serentak wilayah periode natal
218,1468130270918299650,"Kenapa mesti disebutin namanya terusss? 

Sophia latjuba #KadrunHamaNKRI paha #BoikotJNE #banjir ppkm https://t.co/ddS7t98vY0",mesti disebutin nama terusss sophia latjuba kadrunhamankri paha boikotjne banjir ppkm
219,1468130244884242432,@Markonah_003 PPKM lepel3 nye diundur ke bulan apri kalo ga bulan may om🤣🤣,ppkm lepel nye undur apri kalo tidak may om
220,1468130231286259712,"@kumparan Indikasi PPKM itu politis...
Bisa diterapkan kapan saja  sesuai kepentingan dan selera penguasa...",indikasi ppkm politis terap sesuai penting selera kuasa
221,1468130199816581123,Pemerintah lewat Menko Marves memastikan kebijakan PPKM Level 3 Nataru di seluruh wilayah Indonesia dibatalkan. Kira-kira setuju atau nggak detikers? https://t.co/Cs6G6exPY0,perintah menko marves bijak ppkm level nataru wilayah indonesia batal tuju nggak detikers
222,1468130186600321026,"PPKM Level 3 Serentak Libur Nataru Dibatalkan, Pemerintah Lebih Perketat Syarat Perjalanan dan Perayaan https://t.co/3326bO9WET",ppkm level serentak libur nataru batal perintah ketat syarat jalan raya
223,1468130168510181376,"@tvOneNews Positif thinking aja karena katanya populasi orang yg sdh vaksin dosis 1 diatas 70%, nanti kalau lebaran ditetapkan ppkm baru maki2 si opung",positif thinking  populasi orang  sdh vaksin dosis atas lebaran tetap ppkm maki si opung
224,1468130165171519489,"@delliAmin @AlipWre @tvOneNews He bujang... kalo memang karena vaksin udah 80% yg jd alasan, yaudah sekalian aja cabut PPKM. Udah biarkan semua berjalan normal seperti biasa ajg",he bujang kalo vaksin udah  jd alas yaudah  cabut ppkm udah biar jalan normal ajg
225,1468130153058353157,"Natal &amp; tahun baru gak jadi Ppkm, semoga pas Idul Fitri tahun depan juga gak ada larangan mudik lebaran ya pak Luhut !",natal amp tidak ppkm moga pas idul fitri tidak larang mudik lebaran ya luhut
226,1468130141960245248,"@CilokaMan @tvOneNews Saya percaya Non-muslim gak memulai congor dulu.
Mau PPKM mau kagak, urusan untuk hari raya bukan sebuah hal yang di Agungkan.
Seheboh apa Natal di negeri ini?
See, sekali sepi ya sepi.
Minoritas pula, ibadah kadang di ganggu.
Apalagi sok-sokan jadi dewa.
Minta aja, ada PPKM.",percaya non muslim tidak congor ppkm kagak urus raya agung heboh natal negeri see sepi ya sepi minoritas ibadah kadang ganggu sok sok dewa  ppkm
227,1468130046405611521,"Sprti aku, tau diri PPKM atau engga... Aku tetep diem di rumah. 🙃 https://t.co/GuNne6I5VI",sprti tau ppkm tidak tetep diem rumah
228,1468130046292361216,"Wali Kota Pekanbaru, Firdaus mengimbau masyarakat agar tetap waspada serta tetap menjalankan protokol kesehatan.

Ia menyebut bahwa tim satgas bakal membahas kelanjutan PPKM di Kota Pekanbaru pada hari ini untuk kembali turun level.",wali kota pekanbaru firdaus imbau masyarakat waspada jalan protokol sehat sebut tim satgas bahas lanjut ppkm kota pekanbaru turun level
229,1468129993599307778,"BREAKING NEWS 

Pemerintah batal menerapkan aturan pemberlakuan pembatasan kegiatan masyarakat (PPKM) Level 3 untuk seluruh wilayah Indonesia pada periode Natal dan Tahun Baru. https://t.co/wDl5CDm6E2",breaking news perintah batal terap atur laku batas giat masyarakat ppkm level wilayah indonesia periode natal
230,1468129969691774976,"@tvOneNews Repot musuh bani yg curigaan dan nyimpan sakit hati serta kebencian yg akut. Di terapkan ppkm salah, gak di terapkan salah. Gak ada obat 🤭😀😂",repot musuh bani  curiga nyimpan sakit hati benci  akut terap ppkm salah tidak terap salah tidak obat
231,1468129961995161600,"PPKM Level 3 Nasional Batal Diterapkan, Antibodi Covid-19 Masyarakat Tinggi Jadi Salah Satu Alasan
 
https://t.co/uYz3r7WTkc lewat @wartakotalive",ppkm level nasional batal terap antibodi covid masyarakat salah alas
232,1468129950368559108,@SantorinisSun Awas aja nanti kalau sampai lebaran ada ppkm dengan alasan warga yang belum vaksin dosis 3.,awas  lebaran ppkm alas warga vaksin dosis
233,1468129921864122369,"Kota Pekanbaru menjadi satu dari enam daerah di Provinsi Riau yang masuk PPKM level 2.

Kota Pekanbaru menerapkan PPKM level 2 bersama Kabupaten Bengkalis, Kabupaten Indragiri Hilir, Kabupaten Siak, Kabupaten Kuantan Singingi, dan Kota Dumai.",kota pekanbaru enam daerah provinsi riau masuk ppkm level kota pekanbaru terap ppkm level kabupaten bengkal kabupaten indragiri hilir kabupaten siak kabupaten antan singingi kota dumai
234,1468129843871031299,PPKM batal juga mamah tetep susah balik ga dikasih cuti :),ppkm batal mamah tetep susah tidak kasih cuti
235,1468129835394363395,"PPKM Level 1 berakhir Senin (6/12/2021) kemarin, Kota Pekanbaru kembali naik level ke PPKM level 2 selama dua pekan hingga 23 Desember 2021 mendatang sesuai hasil evaluasi tim satgas nasional.

Sumber: https://t.co/lL09gL2iP2
#infoPKU #Pekanbaru #ppkmpekanbaru https://t.co/SkJBzNkmsb",ppkm level senin kemarin kota pekanbaru level ppkm level pekan desember sesuai hasil evaluasi tim satgas nasional sumber infopku pekanbaru ppkmpekanbaru
236,1468129822966640641,Nanti klau idul Fitri baru PPKM level 3..klau skrg jgn lah ntr pada ga bisa natalan di gereja lagi..klau umat Islam lebaran baru di suruh pada di rumah..jgn silaturahmi..lama2 jadi negara komunis yg mayoritas rasa minoritas yg minoritas rasa mayoritas.. https://t.co/XstxVBCbNs,klau idul fitri ppkm level klau skrg jgn ntr tidak natal gereja klau umat islam lebaran suruh rumah jgn silaturahmi negara komunis  mayoritas minoritas  minoritas mayoritas
237,1468129820076752898,@CNNIndonesia Yg mau pulkam segera sekarang...nanti pas lebaran lu udah di PPkm lagi, pulkam pas lebaran lu udah ppkm
238,1468129755488686081,"Sambut Batalnya PPKM Level 3, Ekonomi Akhir Tahun Berpotensi Pulih  https://t.co/VbliqIosaX",sambut batal ppkm level ekonomi potensi pulih
239,1468129718528405504,"ini jdnya ada ppkm atau ngga sih anjir, pemerintah labil",jdnya ppkm ngga sih anjir perintah labil
240,1468129712945827846,@marlina_idha Rupanya orang Islam numpang di negeri ini. Buktinya sudah 2 periode PPKM diterapkan ketika Hari Besar Islam.,idha orang islam numpang negeri bukti periode ppkm terap islam
241,1468129678892359680,"Pemerintah Batal Terapkan PPKM Level 3 Libur Nataru, Diganti Pengetatan https://t.co/QtrCAVP7Op",perintah batal terap ppkm level libur nataru ganti ketat
242,1468129582922575872,Pemerintah lewat Menko Marves memastikan kebijakan PPKM Level 3 Nataru di seluruh wilayah Indonesia dibatalkan. Kira-kira setuju atau nggak detikers? https://t.co/AVEFUCOq8V,perintah menko marves bijak ppkm level nataru wilayah indonesia batal tuju nggak detikers
243,1468129570586914818,"Pemerintah Batalkan Penerapan PPKM Level 3 Jelang Nataru, Syarat Perjalanan Tetap Diperketat https://t.co/6V1lAKCunD",perintah batal terap ppkm level jelang nataru syarat jalan ketat
244,1468129548185182209,"Selain itu, kata Moeldoko, pelaku perjalanan jarak jauh wajib menunjukkan hasil tes negatif Covid-19, baik melalui PCR atau antigen. https://t.co/Wvox0lxRLh",moeldoko laku jalan jarak wajib hasil tes negatif covid pcr antigen
245,1468129540656357376,"Namun menurut Oded, sejumlah pembatasan dan penyekatan itu sudah menjadi regulasi. Sehingga dengan adanya pembatalan dari pemerintah pusat itu, pihaknya akan mengkaji terlebih dahulu. https://t.co/JEnY7y7uIP",oded batas sekat regulasi batal perintah pusat kaji
246,1468129538445955076,Tito Ungkap Alasan PPKM Level 3 Batal: Presiden Tak Ingin Penyekatan https://t.co/i6jlMs10MO,tito alas ppkm level batal presiden sekat
247,1468129475716022272,Et ppkm dicabut ya?,et ppkm cabut ya
248,1468129435186446336,Rupanya Ini Alasan Pemerintah Batalkan Penerapan PPKM Level 3 Pada Libur Nataru https://t.co/KaGbxGBbDc,alas perintah batal terap ppkm level libur nataru
249,1468129294316556291,ini libur sekolah jadinya gmn deh ppkm kan dibatalin,libur sekolah gmn deh ppkm dibatalin
250,1468129181548494850,"""Ppkm di akhir tahun dibatalkan"".
.
*brb, ngecek tiket kereta*
... *sold*....",ppkm batal brb ngecek tiket kereta sold
251,1468129147432026113,"Tetap ppkm salah, dibatalin dibilang pula inkonsistensi. Mau lu apa sih beruk bambu? https://t.co/ue2tPCROSu",ppkm salah dibatalin bilang inkonsistensi lu sih beruk bambu
252,1468129118134968321,"Kebijakan PPKM level 3 di semua daerah saat Nataru batal diterapkan. Meski begitu, kebijakan crowd free night di Jakarta saat malam tahun baru tetap berlaku. https://t.co/s3Yjm02yHG",bijak ppkm level daerah nataru batal terap bijak crowd free night jakarta malam laku
253,1468129107288416263,Luhut Binsar Pandjaitan memutuskan untuk tidak melakukan penerapan PPKM Level 3 khusus Natal dan Tahun Baru. Ini aturan terbarunya: https://t.co/CHP8fb1nxl,luhut binsar pandjaitan putus terap ppkm level khusus natal atur baru
254,1468129044562526208,@sapulebu99 @ElfizaEnny 🤭 yg jelas bancret kehilangan job klo ppkm, bancret hilang job klo ppkm
255,1468129024442441730,"Moeldoko: PPKM tingkat 3 batal bentuk kebijakan ""gas-rem"" presiden - ANTARA News Bengkulu https://t.co/16LAmVpw9J",moeldoko ppkm tingkat batal bentuk bijak gas rem presiden news bengkulu
256,1468128927226892288,"Kok GBLK ya, nanti giliran melonjak lagi kek di Jerman akibat mobilisasi massa akhirnya PPKM lagi, dah bagus antisipasi lah kok malah inkonsistensi, sungguh mengecewakan

Gue curiga ada unsur pilih kasih, apalagi nanti plot twist-nya pas idul Fitri dilarang mudik, sungguh BGST https://t.co/XdSqO5Gz6y",gblk ya gilir lonjak kek jerman akibat mobilisasi massa ppkm dah bagus antisipasi inkonsistensi sungguh kecewa gue curiga unsur pilih kasih plot twist nya pas idul fitri larang mudik sungguh bgst
257,1468128900655976448,"@L1zzyCrazy Kita si nurut2 aja mo ppkm Monggo, mo GK ya tambah gak papa, belajar menghargai keputusan pemerintah, sapa lagi kalo gak kita yg menghargai",si nurut  mo ppkm monggo mo gk ya tidak papa ajar harga putus perintah sapa kalo tidak  harga
258,1468128885514530816,@yanuariant Untuk KCP Rawasari jam operasional 08:15-14:00 waktu setempat (Daerah PPKM level 2-4). :) Tks ^Sina,kcp rawasari jam operasional daerah ppkm level tks sina
259,1468128822826389508,Pemerintah membatalkan pelaksanaan PPKM Level 3 di seluruh wilayah Indonesia saat libur Nataru. Bagaimana komentar anda?,perintah batal laksana ppkm level wilayah indonesia libur nataru komentar
260,1468128768896032773,@yanuariant Untuk KCP Rawasari Jam operasional 08:15-14:00 waktu setempat (Daerah PPKM level 2-4). :) Tks ^Sina,kcp rawasari jam operasional daerah ppkm level tks sina
261,1468128740400009216,"Pemerintah Batalkan PPKM Level 3 Nataru, Pelaku Wisata Gembira - https://t.co/sAKttQwuFg https://t.co/CdcsqDnMHX",perintah batal ppkm level nataru laku wisata gembira
262,1468128738516762624,"@ElfizaEnny Awas ya nanti kalo hari besar islam diginikan,, dan gl dibatalkan brrti apa yg slama ini dipikiran jadi bener adanya,,, sbtlnya saya sih seneng2 saja slamanya gk usah ada ppkm lagi sama saja mau ppkm mau gk mau vaksin mau gk gk ngefek,,, kecuali berita yg buat ngefek",awas ya kalo islam diginikan gl batal brrti  slama pikir bener sbtlnya sih neng slamanya gk ppkm ppkm gk vaksin gk gk ngefek kecuali berita  ngefek
263,1468128700818358276,"Pemrentah membatalkan aturan PPKM Level 3 Saat Nataru (natal &amp; taon baru)
Tapi tetep ada aturan Penggantinya...lebih lunak sih 

https://t.co/yFsneqRyxg",pemrentah batal atur ppkm level nataru natal amp taon tetep atur ganti lunak sih
264,1468128608174571522,"Sebagai kaum Minoritas di Negara ini tidak masalah jika PPKM dilakukan saat Natal, kami mah ngikut aja :) ya kalo pemerintah membatalkan PPKM kita dukung dengan tetap menerapkan protokol kesehatan yg ketat saat perayaan Natal nanti ;)",kaum minoritas negara ppkm natal mah ngikut  ya kalo perintah batal ppkm dukung terap protokol sehat  ketat raya natal
265,1468128605263724546,Kok PPKM dibatalin pas natal pada marah huhu gapaham 😂,ppkm dibatalin pas natal marah huhu gapaham
266,1468128538414882816,"✿ We Tv Vip
Sharing 
1 bulan : 12k
3 bulan : 15k
1 Tahun : 30k

Private 
1 bulan : 25k
3 bulan : 60K
1 Tahun : 170K

T. PPKM Rumini Sophia Latjuba",we tv vip sharing k k k private k k k t ppkm rumin sophia latjuba
267,1468128500351574016,"@subschfess jangan gini juga plis, covid nanti naik lagi, mending pertahanin ppkm dan tetep dirumah tp tetep libur..",gin plis covid mending pertahanin ppkm tetep rumah tp tetep libur
268,1468128469770854400,"Pemerintah batal terapkan PPKM Level 3 untuk semua wilayah saat Natal dan Tahun Baru.

Sudah kuduga.

Kalau kelak Pemerintah terapkan PPKM Level 3 untuk semua wilayah di saat Lebaran.

Sudah biasa.",perintah batal terap ppkm level wilayah natal duga kelak perintah terap ppkm level wilayah lebaran
269,1468128446748393472,"Covid yang penuh pengertian... 🙄

*Semoga Covid beneran segera usai... 🙏
https://t.co/hd4PxAYr81",covid penuh erti moga covid beneran
270,1468128363386531840,"yang bikin hati galau:
1. gaji belum naik ❎
2. doi belum jawab perasaanmu ❎
3. ppkm ✅",bikin hati galau gaji doi asa ppkm
271,1468128357866823687,@VIVAcoid Pas idul fitri biar langsung ppkm level 999,pas idul fitri biar langsung ppkm level
272,1468128353295110148,"Udah izin ortu jauh"" Hari buat liburan bareng orang kantor, trus rame di berita erupsi, banjir, ppkm dan sebagainya. 
Ibuk : ""Wes gk usah liburan mbak, di rumah aja berbakti pada orang tua"" 
Ayah : ""nah bener iku""
Aku : mikir dalam hati ""kapan aku gak berbaktine??""
Adek : ngakak",udah izin ortu libur bareng orang kantor trus rame berita erupsi banjir ppkm ibuk wes gk libur mbak rumah  bakti orang tua ayah bener iku mikir hati tidak berbaktine adek ngakak
273,1468128311654195204,SUKSES Pemerintah Kabupaten (Pemkab) Cirebon melalui Dinas Kesehatan (Dinkes) dalam penanggulangan penyebaran Covid-19 patut diapresiasai. Hal tersebut dikarenakan capaian yang menjadi target https://t.co/GspDbtp855,sukses perintah kabupaten pemkab cirebon dinas sehat dinkes tanggulang sebar covid patut diapresiasai capai target
274,1468128280951750657,@Adjie29962156 @tvOneNews udah gitu klo pas lebaran dijamin berlaku ppkm level 4 klo bisa level 5 sampe 10 dengan aturan buat pemudik yg bejibun 😭😭😭,udah gitu klo pas lebaran jamin laku ppkm level klo level sampe atur mudik  bejibun
275,1468128224404148225,@mashudiarizal amaksudnya entar akhir taun.... kan gajadi ppkm 🤩,amaksudnya entar taun gajadi ppkm
276,1468128198491881474,"Menjelang libur Natal dan Tahun Baru (Nataru) 2022, pemerintah tidak lagi menerapkan kebijakan PPKM level 3. Mereka telah menetapkan kebijakan berikut ini. https://t.co/rEWKJ7NEJk",jelang libur natal nataru perintah terap bijak ppkm level tetap bijak
277,1468128178992517121,Pemerintah Tak Jadi Terapkan PPKM Level 3 Saat Nataru https://t.co/oL3mUu39Dx,perintah terap ppkm level nataru
278,1468128152895455235,"JUAL NETFLIX ANTI HOLD GARANSI

SHR 45K/bln
PRV 190K/bln 
MINAT?DM/WA

spotify viu youtube prime disney hotstar wetv iflix grammarly apple music hbo go iqiyi vidio mola tv murah ppkm kepencet dada rumini sophia dingin beijing jennie bobby btsarmy bluetooth tzuyu kevin hailey H",jual netflix anti hold garansi shr k bln prv k bln minat dm wa spotify viu youtube prime disney hotstar wetv iflix grammarly apple music hbo go iqiyi vidio mola tv murah ppkm pencet dada rumin sophia dingin beijing jennie bobby btsarmy bluetooth tzuyu kevin hailey h
279,1468128151133835268,"Berikut rangkuman berita terhangat @dw_indonesia:

Pemerintah telah membatalkan PPKM tingkat 3 antara 24 Desember dan 2 Januari secara nasional untuk mendukung penetapan tingkat menurut pengujian mingguan dan upaya vaksinasi yang dilakukan sejak Juli.
https://t.co/mpyaEFavp2 https://t.co/3TgOrn3m0B",rangkum berita hangat indonesia perintah batal ppkm tingkat desember januari nasional dukung tetap tingkat uji minggu upaya vaksinasi juli
280,1468128149032652805,"Pemerintah mencabut pembatasan aktivitas masyarakat PPKM Level 3 di seluruh wilayah Indonesia selama libur Nataru.

Menko Marinves Luhut Binsar Pandjaitan mengatakan putusan itu diambil karena Indonesia siap hadapi musim liburan akhir tahun.
https://t.co/w0WGXgDHJ1",perintah cabut batas aktivitas masyarakat ppkm level wilayah indonesia libur nataru menko marinves luhut binsar pandjaitan putus ambil indonesia hadap musim libur
281,1468128131915476993,"Yeayyy info nih PPKM batal ternyata, tahun baru enaknya kemana ya 🤔",yeayyy info nih ppkm batal enak mana ya
282,1468128043789012995,"ada info penting guys !!  yang pengen kulit putih dan glow up bisa langsung cek produknya Tenlung kesehatan kulit di https://t.co/iZDELaeSBd
 Idul Fitri #BoikotJNE Paha Bobby Paha justin bieber Kepencet Nataru Jennie #banjir Makassar Sayap  #JokowiTanggapBencana PPKM
 1 https://t.co/ttqsNfi24Y",info guys ken kulit putih glow up langsung cek produk tenlung sehat kulit idul fitri boikotjne paha bobby paha justin bieber pencet nataru jennie banjir makassar sayap jokowitanggapbencana ppkm
283,1468127992433963008,"PPKM Level 3 Batal Diterapkan se-Indonesia Saat Nataru, Kentara Pemerintah Belum Mengkaji https://t.co/k40LAUq3vt",ppkm level batal terap indonesia nataru kentara perintah kaji
284,1468127961446379522,Oooo cah asu. Dikei ppkm sambat. Dibatalne dikiro labil,oooo cah asu dikei ppkm sambat dibatalne dikiro labil
285,1468127951392854023,"@alamanda_maroon @dr_koko28 @jokowi @JatimPemprov Iya bener... sudah cukup menebar ketakutan kopat kopet...

https://t.co/2SrbCKpsLy",maroon koko iya bener tebar takut kopat kopet
286,1468127906077413378,"Ppkm tbtb gajadi gini kok aneh ya, labil banget punya negara",ppkm tbtb gajadi gin aneh ya labil banget negara
287,1468127868005720064,PPKM Level 3 dibatalkan tapi kok gua makin ngeri yak,ppkm level batal gua ngeri yak
288,1468127650493444096,"Pemerintah batal memberlakukan PPKM level 3 saat libur Natal dan tahun baru. Pengambilan keputusan terbaru ini dilihat berdasarkan penanganan pandemi Covid-19 di Indonesia yang kian membaik. #Video
 https://t.co/PNgeExDXwj",perintah batal laku ppkm level libur natal ambil putus baru dasar tangan pandemi covid indonesia kian baik video
289,1468127613923180544,ngga jadi ppkm nih gmn gas bali ?,ngga ppkm nih gmn gas bal
290,1468127585112522756,"Luhut berujar, pemerintah memutuskan untuk membuat kebijakan yang lebih seimbang dengan tidak menyamaratakan perlakuan di semua wilayah Indonesia dalam rangka menjelang momen Nataru.

https://t.co/TE2F4fM2bB",luhut perintah putus bijak imbang menyamaratakan laku wilayah indonesia rangka jelang momen nataru
291,1468127526740316160,"PPKM

PEMBATASAN
PERGERAKAN 
KAUM
MUSLIMIN

Yg BUKAN Muslim
🚫PPKM

Yg MUNAFIQ,
🚫PPKM

Yg DUKUNG REZIM
🚫PPKM

#KM50JiwaRevolusiAkhlak 
#KM50JiwaRevolusiAkhlak https://t.co/0b0WxzvJWA",ppkm batas gera kaum muslimin  muslim ppkm  munafiq ppkm  dukung rezim ppkm km jiwarevolusiakhlak km jiwarevolusiakhlak
292,1468127526526488577,"@radenrauf Nyayi "" langit...bisa klau turunkan level ppkm dan turunkan harga bbm """,nyayi langit klau turun level ppkm turun harga bbm
293,1468127522055663623,"PPKM Level 3 Nataru Batal, Istana Sebut Kebijakan Gas Rem Jokowi https://t.co/vwAGHPEBjp",ppkm level nataru batal istana bijak gas rem jokowi
294,1468127457010094082,@ElfizaEnny Orang natalan &amp; tahun baruan dulu lah.. habis itu boleh ppkm,orang natal amp baru habis ppkm
295,1468127364441731072,@CNNIndonesia idul fitri n idul adha di PPKM.. shalat tdk boleh berjamaah.. Tdk boleh mudik.. Hla skrng ? Wkwk lucu ya 🤣,idul fitri n idul adha ppkm shalat tdk jamaah tdk mudik hla skrng wkwk lucu ya
296,1468127363972042755,@RomadhonFsl G ppkm euy,tidak ppkm euy
297,1468127266311839749,Pemerintah perpanjang ppkm di luar jawa bali hingga 23 desember 2021 https://t.co/ApbzCU9UhN,perintah panjang ppkm jawa bal desember
298,1468127253762428931,"PPKM Level 3 Batal di seluruh wilayah Indonesia, Kemenkes: Hasil Diskusi dengan Ahli Epidemiologi https://t.co/c3qbR0Ezti",ppkm level batal wilayah indonesia kemenkes hasil diskusi ahli epidemiologi
299,1468127240831463426,"@CNNIndonesia Harus diterapkan ppkm level 3 ketat, sampai 5 januari 2022...dan percepat vaksinasi per hari 1.5 juta orang...",terap ppkm level ketat januari cepat vaksinasi juta orang
